Season,Show Title,Resturant,City,State,Business ID,Rating,# of Reviews,Latitude,Longitude
16,Real Deal Roots,Chomp Chomp Nation,Irvine,California,Chomp-Chomp-Nation-Irvine,3.5,183,-117.7946942,33.6839473
16,Real Deal Roots,Caplanskys,Toronto,Ontario,Caplanskys-Delicatessen-Toronto,3.5,289,-79.3831843,43.653226
17,Tacos and Tots,Dirty Oscars Annex,Tacoma,Washington,Dirty-Oscars-Annex-Tacoma,4,458,-122.4442906,47.2528768
17,Tacos and Tots,Highland Tavern,Denver,Colorado,Highland-Tavern-Denver,4,297,-104.990251,39.7392358
17,Chicken Chili and Chowder,Sidecar Bar and Grille,Philadelphia,Pennsylvania,The-Sidecar-Bar-and-Grille-Philadelphia,4,447,-75.1652215,39.9525839
17,Chicken Chili and Chowder,Chili Johns,Burbank,California,Chili-Johns-Burbank,4,351,-118.3089661,34.1808392
17,Chicken Chili and Chowder,Stockyards Smokehouse and Larder,Toronto,Ontario,Stockyards-Smokehouse-and-Larder-Toronto,4,466,-79.3831843,43.653226
17,Dynamic Duos,Atomic Cowboy,Denver,Colorado,Atomic-Cowboy-Denver,4,230,-104.990251,39.7392358
17,Dynamic Duos,Perk Eatery,Scottsdale,Arizona,Perk-Eatery-Scottsdale,4,251,-111.9260519,33.4941704
17,Traditional Gone Wild,South Philadelphia Tap Room,Philadelphia,Pennsylvania,South-Philadelphia-Tap-Room-Philadelphia,4,380,-75.1652215,39.9525839
17,Traditional Gone Wild,St. Francis,Phoenix,Arizona,St-Francis-Restaurant-Phoenix,4,932,-112.0740373,33.4483771
17,Peppers Pork and Poutine,Barrio Cafe,Phoenix,Arizona,Barrio-Cafe-Phoenix,4,724,-112.0740373,33.4483771
17,Peppers Pork and Poutine,Rosedale Diner,Toronto,Ontario,Rosedale-Diner-Toronto,3,51,-79.3831843,43.653226
17,Kings and Queens of Cue,Hops and Pie,Denver,Colorado,Hops-and-Pie-Denver,4,465,-104.990251,39.7392358
17,Kings and Queens of Cue,Bludsos BBQ,Compton,California,Bludsos-BBQ-Compton,4.5,1397,-118.2200712,33.8958492
17,Kings and Queens of Cue,Percy Street Barbecue,Philadelphia,Pennsylvania,Percy-Street-Barbecue-Philadelphia,4,619,-75.1652215,39.9525839
17,A Festival of Flavor,Standard Tap,Philadelphia,Pennsylvania,Standard-Tap-Philadelphia,4,546,-75.1652215,39.9525839
17,A Festival of Flavor,Curry Corner,Tempe,Arizona,Curry-Corner-Tempe,3.5,273,-111.9400054,33.4255104
17,A Festival of Flavor,Prohibition,Denver,Colorado,Prohibition-Denver,4,262,-104.990251,39.7392358
17,Timeless Traditions,Jamaican Jerk Hut,Philadelphia,Pennsylvania,Jamaican-Jerk-Hut-Philadelphia,3,187,-75.1652215,39.9525839
17,Timeless Traditions,DeFalcos Italian Grocery,Scottsdale,Arizona,DeFalcos-Italian-Grocery-Scottsdale,4.5,619,-111.9260519,33.4941704
17,Timeless Traditions,CoraFayes Cafe,Denver,Colorado,CoraFayes-Cafe-Denver,4,134,-104.990251,39.7392358
17,From Pound Cake to Pot Pie,Geechee Girl Rice Cafe,Philadelphia,Pennsylvania,Geechee-Girl-Rice-Cafe-Philadelphia,3.5,48,-75.1652215,39.9525839
17,From Pound Cake to Pot Pie,Haggos Organic Taco,Leucadia,California,Haggos-Organic-Taco-Leucadia,4.5,239,-117.3033709,33.0680967
17,From Pound Cake to Pot Pie,The Duce,Phoenix,Arizona,The-Duce-Phoenix,3.5,352,-112.0740373,33.4483771
17,L.A. Eats,The Parks Finest BBQ,Los Angeles,California,The-Parks-Finest-BBQ-Los-Angeles,4,909,-118.2436849,34.0522342
17,L.A. Eats,Eastside Market Italian Deli,Los Angeles,California,Eastside-Market-Italian-Deli-Los-Angeles,4.5,641,-118.2436849,34.0522342
17,All San Diego All the Time,Hodads,Ocean Beach,California,Hodads-Ocean-Beach,4,3962,-117.2470353,32.7494988
17,All San Diego All the Time,OB Noodle House,Ocean Beach,California,OB-Noodle-House-Ocean-San-Diego,4,1681,-117.2470353,32.7494988
17,All San Diego All the Time,Pizzeria Luigi,North Park,California,Pizzeria-Luigi-San-Diego-2,4,606,-117.129417,32.745648
17,From the Heart,Shirleys Tippy Canoe,Troutdale,Oregon,Shirleys-Tippy-Canoe-Troutdale,3.5,151,-122.3873133,45.5392862
17,From the Heart,Spiritos Italian Diner,Carlsbad,California,Spiritos-Italian-Diner-Carlsbad,4,176,-117.3505939,33.1580933
17,From the Heart,Nopalito,San Francisco,California,Nopalito-San-Francisco,4,1341,-122.4194155,37.7749295
17,Thats Fresh,Pica Pica,San Francisco,California,Pica-Pica-San-Francisco,3.5,59,-122.4194155,37.7749295
17,Thats Fresh,Edelweiss Sausage and Delicatessen,Portland,Oregon,Edelweiss-Sausage-and-Delicatessen-Portland,4,114,-122.6764816,45.5230622
18,Neighborhood Knockouts,Crest Cafe,San Diego,California,Crest-Cafe-San-Diego,3.5,722,-117.1610838,32.715738
18,Neighborhood Knockouts,Show Dogs,San Francisco,California,Show-Dogs-San-Francisco,4,633,-122.4194155,37.7749295
18,Neighborhood Knockouts,Industrial Cafe and Saloon,Portland,Oregon,Industrial-Cafe-and-Saloon-Portland,4,118,-122.6764816,45.5230622
18,Meat Lovers Paradise,The Country Cat,Portland,Oregon,The-Country-Cat-Portland,4,18,-122.6764816,45.5230622
18,Servin Up San Francisco,Millers East Coast Deli,San Francisco,California,Millers-East-Coast-Deli-San-Francisco,4,1117,-122.4194155,37.7749295
18,Servin Up San Francisco,The Front Porch,San Francisco,California,The-Front-Porch-San-Francisco,4,1878,-122.4194155,37.7749295
18,Cannoli Fritters and Wings,Senor Sisig Food Truck,San Francisco,California,Senor-Sisig-San-Francisco-3,4,893,-122.4194155,37.7749295
18,Cannoli Fritters and Wings,A Taste of Home Cooking,Wheat Ridge,Colorado,A-Taste-of-Home-Cooking-Wheat-Ridge,3,9,-105.0772063,39.766098
18,Cannoli Fritters and Wings,PDX671 Food Trailer,Portland,Oregon,PDX-Six-Seven-One-Portland,4.5,50,-122.6764816,45.5230622
18,Aces of Authenticity,Casa Chimayo Restaurant,Santa Fe,New Mexico,Casa-Chimayo-Restaurant-Santa-Fe,4,245,-105.937799,35.6869752
18,Aces of Authenticity,Franks Noodle House,Portland,Oregon,Franks-Noodle-House-Portland,4,554,-122.6764816,45.5230622
18,Aces of Authenticity,Torinos,Albuquerque,New Mexico,Torinos-Home-Albuquerque,4,112,-106.6055534,35.0853336
18,Sammies and Stew,Jambo Cafe,Santa Fe,New Mexico,Jambo-Cafe-Santa-Fe,4.5,277,-105.937799,35.6869752
18,Sammies and Stew,Bocadillos,Albuquerque,New Mexico,Bocadillos-Albuquerque,4.5,61,-106.6055534,35.0853336
18,All Kinds of Gobble Gobble,Back Street Bistro,Santa Fe,New Mexico,Back-Street-Bistro-Santa-Fe,4,30,-105.937799,35.6869752
18,All Kinds of Gobble Gobble,Golden Crown Panaderia,Albuquerque,New Mexico,Golden-Crown-Panaderia-Albuquerque,4.5,180,-106.6055534,35.0853336
18,All Kinds of Gobble Gobble,Danny Edwards BBQ,Kansas City,Missouri,Danny-Edwards-BBQ-Kansas-City,4,108,-94.5785667,39.0997265
18,Comfort and Soul,Tin Shed Garden Cafe,Portland,Oregon,Tin-Shed-Portland,4,884,-122.6764816,45.5230622
18,Comfort and Soul,Nexus Brewery,Albuquerque,New Mexico,Nexus-Brewery-Albuquerque,4,243,-106.6055534,35.0853336
18,Comfort and Soul,BBs Lawnside BBQ,Kansas City,Missouri,B-B-s-Lawnside-BBQ-Kansas-City,4,132,-94.5785667,39.0997265
18,Pork Pasta and Barbecue,Succotash,Kansas City,Missouri,Succotash-Kansas-City,3.5,300,-94.5785667,39.0997265
18,Pork Pasta and Barbecue,Cupinis,Kansas City,Missouri,Cupinis-Kansas-City,4,140,-94.5785667,39.0997265
18,Pork Pasta and Barbecue,The Cube,Albuquerque,New Mexico,The-Cube-Albuquerque,3.5,177,-106.6055534,35.0853336
18,South of the Border,Asi y Asado,Cabo San Lucas,Mexico,Asi-y-Asado-Cabo-San-Lucas,3.5,6,-109.9167371,22.8905327
18,South of the Border,Solomons Landing,Cabo San Lucas,Mexico,Solomons-Landing-Restaurant-Cabo-San-Lucas,4,39,-109.9167371,22.8905327
18,South of the Border,Tiki Bar,Cabo San Lucas,Mexico,Tiki-Bar-Cabo-San-Lucas,4.5,7,-109.9167371,22.8905327
18,Tennessee Holiday Traditions,Center Point Pit Barbecue,Hendersonville,Tennessee,Center-Point-Barbecue-Hendersonville,3.5,59,-82.4609528,35.3187279
18,Tennessee Holiday Traditions,Mas Tacos por Favor,Nashville,Tennessee,Mas-Tacos-Nashville,4.5,375,-86.7816016,36.1626638
18,Family Time,The Grilled Cheeserie,Nashville,Tennessee,The-Grilled-Cheeserie-Nashville,4,107,-86.7816016,36.1626638
18,Family Time,Caffe Nonna,Nashville,Tennessee,Caffe-Nonna-Nashville,4,115,-86.7816016,36.1626638
18,Family Time,Blue Koi,Kansas City,Missouri,Blue-Koi-Kansas-City,4,240,-94.5785667,39.0997265
18,Soup Salad and Seafood,Pot Pie,Kansas City,Missouri,PotPie-Kansas-City,4,226,-94.5785667,39.0997265
18,Soup Salad and Seafood,55 South,Franklin,Tennessee,55-South-Franklin,3.5,160,-86.8688899,35.9250637
18,Soup Salad and Seafood,Phat Bites,Nashville,Tennessee,Phat-Bites-Nashville,4,75,-86.7816016,36.1626638
19,Guys Hometown Tour,Clendenens Cider Works,Fortuna,California,Clendenens-Cider-Works-Fortuna,4.5,10,-124.1572756,40.5981867
19,Guys Hometown Tour,Loleta Cheese Shop,Loleta,California,Loleta-Cheese-Factory-Loleta,4,70,-124.2263437,40.6411002
19,Guys Hometown Tour,Ferndale Meat Co.,Ferndale,California,Ferndale-Meat-Ferndale,4,7,-83.1346478,42.4605917
19,Guys Hometown Tour,Ivanhoe,Ferndale,California,Hotel-Ivanhoe-Ferndale,4.5,52,-83.1346478,42.4605917
19,Guys Hometown Tour,Humboldt Sweets,Ferndale,California,Humboldt-Sweets-Ferndale,4.5,37,-83.1346478,42.4605917
19,All Things NY,Black Tree,Manhattan,New York,Black-Tree-New-York,4,214,-73.9712488,40.7830603
19,All Things NY,Queens Comfort,Queens,New York,Queens-Comfort-Queens,4,887,-73.7948516,40.7282239
19,All Things NY,Pauls Live From New York,Eureka,California,Pauls-Live-From-New-York-Eureka,3.5,101,-124.1636729,40.8020712
19,Big Time Bites,Bun-Ker Vietnamese,Queens,New York,Bunker-Vietnamese-Ridgewood,4,355,-73.7948516,40.7282239
19,Big Time Bites,Brindle Room,Manhattan,New York,Brindle-Room-New-York,4,518,-73.9712488,40.7830603
19,Big Time Bites,Brick and Fire,Eureka,California,Brick-and-Fire-Bistro-Eureka,4.5,355,-124.1636729,40.8020712
19,Keepin It Real,Sakaya Kitchen,Miami,Florida,Sakaya-Kitchen-Miami,3.5,413,-80.1917902,25.7616798
19,Keepin It Real,Don Antonio By Starita,Manhattan,New York,Don-Antonio-New-York-2,4,524,-73.9712488,40.7830603
19,Keepin It Real,Bless My Soul,Eureka,California,Bless-My-Soul-Cafe-Eureka,4,200,-124.1636729,40.8020712
19,Dynamite Duos,Ducks Eatery,Manhattan,New York,Ducks-Eatery-New-York-2,4,302,-73.9712488,40.7830603
19,Dynamite Duos,Whisk Gourmet,Miami,Florida,Whisk-Gourmet-Miami,4,617,-80.1917902,25.7616798
19,Dynamite Duos,Cafe Nooner,Eureka,California,Cafe-Nooner-Eureka,4,112,-124.1636729,40.8020712
19,Kickin It in Key West,Garbos Grill,Key West,Florida,Garbos-Grill-Key-West,5,1,-81.7799871,24.5550593
19,Kickin It in Key West,Djs Clam Shack,Key West,Florida,Djs-Clam-Shack-Key-West,4.5,472,-81.7799871,24.5550593
19,Kickin It in Key West,Badboy Burrito,Key West,Florida,Bad-boy-Burrito-Key-West,3.5,93,-81.7799871,24.5550593
19,From Meatballs to Lollipops,Maxwells East Coast Eatery,Salt Lake City,Utah,Maxwells-East-Coast-Eatery-Salt-Lake-City,3.5,158,-111.8910474,40.7607793
19,From Meatballs to Lollipops,Tin Roof Grill,Sandy,Utah,Tin-Roof-Grill-Sandy,3.5,124,-111.8389726,40.5649781
19,From Meatballs to Lollipops,The Latin House,Miami,Florida,Latin-House-Miami,3.5,388,-80.1917902,25.7616798
19,Cross Country Comfort Food,The Silver Star Cafe,Park City,Utah,Silver-Star-Cafe-Park-City,4,96,-111.4979729,40.6460622
19,Cross Country Comfort Food,Sammys Bistro,Park City,Utah,Sammys-Bistro-Park-City-2,4,162,-111.4979729,40.6460622
19,Cross Country Comfort Food,Blue Collar,Miami,Florida,Blue-Collar-Miami,4.5,719,-80.1917902,25.7616798
19,International Family Style,Artisos,Salt Lake City,Utah,Artisos-Greek-Restaurant-and-Cafe-Salt-Lake-City-2,4,167,-111.8910474,40.7607793
19,International Family Style,Boots and Kimos Homestyle Kitchen,Kailua,Hawaii,Boots-and-Kimos-Homestyle-Kitchen-Kailua,3.5,1798,-157.7394444,21.4022222
19,International Family Style,Oh Mai,Holladay,Utah,Oh-Mai-Sandwich-Sandwich-Kitchen-Holladay,4.5,179,-111.8246557,40.6688363
19,Island Flavor,Deans Drive Inn,Kaneohe,Hawaii,Deans-Drive-Inn-Kaneohe,4.5,165,-157.7973653,21.3996475
19,Island Flavor,The Alley Restaurant At Aiea Bowl,Aiea,Hawaii,The-Alley-Restaurant-At-Aiea-Bowl-Aiea,4,660,-157.9255357,21.386338
19,Island Flavor,Elenas Restaurant,Waipahu,Hawaii,Elenas-Restaurant-Waipahu,4,1,-158.0091667,21.3866667
19,Grillin Chillin and Huli Huli Chicken,The Federal,Miami,Florida,The-Federal-Miami,3.5,483,-80.1917902,25.7616798
19,Grillin Chillin and Huli Huli Chicken,Mikes Huli Huli Chicken,Kaneohe,Hawaii,Mikes-Huli-Chicken-Kaneohe,4,324,-157.7973653,21.3996475
19,Grillin Chillin and Huli Huli Chicken,Tamarindo Truck,Orange County,California,Tamarindo-Truck-Orange-County,4,73,-117.8311428,33.7174708
19,Righteous Bites,Loulous Griddle In The Middle,Monterey,California,Loulous-Griddle-In-The-Middle-Monterey,4,585,-121.8946761,36.6002378
19,Righteous Bites,Fat Sals Deli,Los Angeles,California,Fat-Sals-Deli-Los-Angeles,4,668,-118.2436849,34.0522342
19,Righteous Bites,The Alley Restaurant At Aiea Bowl,Aiea,Hawaii,The-Alley-Restaurant-At-Aiea-Bowl-Aiea,4,660,-157.9255357,21.386338
19,Vegas Greats,Bachi Burger,Las Vegas,Nevada,Bachi-Burger-Las-Vegas,4,2119,-115.1398296,36.1699412
19,Vegas Greats,John Mulls Road Kill Grill,Las Vegas,Nevada,John-Mulls-Meats-and-Road-Kill-Grill-Las-Vegas-2,4.5,406,-115.1398296,36.1699412
19,Vegas Greats,Naked City Pizza,Las Vegas,Nevada,Naked-City-Pizza-Las-Vegas,4,323,-115.1398296,36.1699412
19,Vegas Greats,Forte European Tapas Bar and Bistro,Las Vegas,Nevada,Forte-European-Tapas-Bar-and-Bistro-Las-Vegas,4,245,-115.1398296,36.1699412
19,Vegas Greats,UNLV,Las Vegas,Nevada,UNLV-Las-Vegas,4.5,44,-115.1398296,36.1699412
19,Crazy for Chicken,Uncle Lous,Memphis,Tennessee,Uncle-Lous-Fried-Chicken-Memphis,4.5,186,-90.0489801,35.1495343
19,Crazy for Chicken,Tortugas Lie,Nags Head,North Carolina,Tortugas-Lie-Nags-Head,4,277,-75.6240619,35.9573922
19,Crazy for Chicken,90 Miles Cuban Cafe,Chicago,Illinois,90-Miles-Cuban-Cafe-Chicago,4,602,-87.6297982,41.8781136
19,Crazy for Chicken,Taco Taco Cafe,San Antonio,Texas,Taco-Taco-Cafe-San-Antonio,3,289,-98.4936282,29.4241219
19,Crazy for Chicken,Rincon Criollo,Queens,New York,Rincon-Criollo-Queens,4.5,448,-73.7948516,40.7282239
19,Crazy for Chicken,Tocabe American Indian Eatery,Denver,Colorado,Tocabe-American-Indian-Eatery-Denver,4,459,-104.990251,39.7392358
19,Crazy for Chicken,The Glass Onion,Charleston,South Carolina,The-Glass-Onion-Charleston,4,185,-79.9310512,32.7764749
19,Crazy for Chicken,Opal Thai Food,Haleiwa,Hawaii,Opal-Thai-Food-Haleiwa,4.5,730,-158.1034112,21.5927614
19,Crazy for Chicken,PotPie,Kansas City,Missouri,PotPie-Kansas-City,4,226,-94.5785667,39.0997265
19,Crazy for Chicken,Smalleys Caribbean Barbeque,Stillwater,Minnesota,Smalleys-Caribbean-Barbeque-Stillwater,4,167,-92.8088443,45.056004
19,Grilling Greats,Toms Bar-B-Q,Memphis,Tennessee,Toms-Barbecue-and-Deli-Memphis-3,4.5,165,-90.0489801,35.1495343
19,Grilling Greats,Lukes Inside Out,Austin,Texas,Lukes-Inside-Out-Austin,4.5,186,-97.7430608,30.267153
19,Grilling Greats,Caplanskys Deli,Toronto,Ontario,Caplanskys-Deli-Toronto,3.5,289,-79.3831843,43.653226
19,Grilling Greats,Dannys All-American Diner and Dairy Bar,Tampa,Florida,Dannys-All-American-Diner-and-Dairy-Bar-Tampa,4,115,-82.4571776,27.950575
19,Grilling Greats,Ricks Press Room Grill and Bar,Meridian,Idaho,Ricks-Press-Room-Grill-and-Bar-Meridian,4.5,44,-116.3915131,43.6121087
19,Grilling Greats,Maple and Motor,Dallas,Texas,Maple-and-Motor-Dallas,4,747,-96.7969879,32.7766642
19,Grilling Greats,Jawaiian Irie Jerk Restaurant,Honolulu,Hawaii,Jawaiian-Irie-Jerk-Restaurant-Honolulu,4.5,312,-157.8583333,21.3069444
20,California Cruisin,Sabroso Mexican Grill,Garden Grove,California,Sabroso-Mexican-Grill-Garden-Grove,4.5,1053,-117.9414477,33.7739053
20,California Cruisin,Monterey Fish House,Monterey,California,Monterey-Fish-House-Monterey,4,1016,-121.8946761,36.6002378
20,California Cruisin,Rutts Hawaiian Cafe,Los Angeles,California,Rutts-Hawaiian-Cafe-Los-Angeles,4,925,-118.2436849,34.0522342
20,Stuffed and Twisted,Sidewinders American Grill,Jackson,Wyoming,Sidewinders-Smokehouse-and-Tavern-Jackson,3.5,57,-90.1848103,32.2987573
20,Stuffed and Twisted,Rosines Restaurant,Monterey,California,Rosines-Restaurant-Monterey,4,544,-121.8946761,36.6002378
20,Stuffed and Twisted,Blunch,Boston,Massachusetts,Blunch-Boston,4.5,245,-71.0588801,42.3600825
20,Old Standards New Styles,Pinky Gs Pizzeria,Jackson,Wyoming,Pinky-Gs-Pizzeria-Jackson,4,109,-90.1848103,32.2987573
20,Old Standards New Styles,The Starling Diner,Long Beach,California,Starling-Diner-Long-Beach,4,1001,-118.1937395,33.7700504
20,Old Standards New Styles,Cannery Row Brewing Company,Monterey,California,Cannery-Row-Brewing-Company-Monterey,3.5,927,-121.8946761,36.6002378
20,From Standards to Standouts,Factory Gastrobar,Long Beach,California,The-Factory-Gastrobar-Long-Beach,3.5,398,-118.1937395,33.7700504
20,From Standards to Standouts,Picas Mexican Taqueria,Jackson,Wyoming,Picas-Mexican-Taqueria-Jackson,3,42,-90.1848103,32.2987573
20,From Standards to Standouts,Little Napoli,Carmel,California,Little-Napoli-Carmel,4,693,-121.9232879,36.5552386
20,All Day Dining,Wild Plum Cafe and Bistro,Monterey,California,The-Wild-Plum-Cafe-and-Bakery-Monterey,3.5,452,-121.8946761,36.6002378
20,All Day Dining,Noras Fish Creek Inn,Wilson,Wyoming,Noras-Fish-Creek-Inn-Wilson,3.5,83,-77.9155395,35.7212689
20,All Day Dining,Tavern on 2,Long Beach,California,Tavern-on-2-Long-Beach,4,666,-118.1937395,33.7700504
21,Roadtrippin in Beantown,Cafe Polonia,Boston,Massachusetts,Cafe-Polonia-Boston,4.5,256,-71.0588801,42.3600825
21,Roadtrippin in Beantown,Lone Star Taco Bar,Allston,Massachusetts,Lone-Star-Taco-Bar-Allston,4,252,-71.1337112,42.3539038
21,Roadtrippin in Beantown,Deep Ellum,Allston,Massachusetts,Deep-Ellum-Allston,4,854,-71.1337112,42.3539038
21,Seriously Saucy,Saus,Boston,Massachusetts,Saus-Boston,4,658,-71.0588801,42.3600825
21,Seriously Saucy,Cafe Genevieve,Jackson,Wyoming,Cafe-Genevieve-Jackson,4,195,-90.1848103,32.2987573
21,Seriously Saucy,Melt Eclectic Cafe,Cincinnati,Ohio,Melt-Cincinnati,4.5,333,-84.5120196,39.1031182
21,Cross-Country Classics,Trinas Starlite Lounge,Somerville,Massachusetts,Trinas-Starlite-Lounge-Somerville,4,351,-71.0994968,42.3875968
21,Cross-Country Classics,Shortys Pizza and Smoked Meat,Superior,Wisconsin,Shortys-Pizza-and-Smoked-Meat-Superior,4.5,16,-92.1040796,46.7207737
21,Cross-Country Classics,From Scratch Restaurant,Carmel,California,From-Scratch-Restaurant-Carmel,4,392,-121.9232879,36.5552386
21,Worldwide Flavorfest,Casa Razdora,Boston,Massachusetts,Casa-Razdora-Boston,4.5,198,-71.0588801,42.3600825
21,Worldwide Flavorfest,Island Frydays,Cincinnati,Ohio,Island-Frydays-Cincinnati,3.5,45,-84.5120196,39.1031182
21,Worldwide Flavorfest,Paks Green Corner,Duluth,Minnesota,Paks-Green-Corner-Duluth,3.5,22,-92.1004852,46.7866719
21,Small Town Standouts,Kounty Quarthouse,South Range,Wisconsin,Kounty-Quarthouse-South-Range,4.5,11,-91.983523,46.607996
21,Small Town Standouts,Junkyard Extreme Burgers and Brats,Junction City,Oregon,Junkyard-Extreme-Burgers-and-Brats-Junction-City,4,33,-96.8313978,39.0286093
21,Small Town Standouts,Lotus Cafe,Jackson,Wyoming,Lotus-Cafe-Jackson,4,184,-90.1848103,32.2987573
21,One Street Wonders,Taste of Belgium,Cincinnati,Ohio,Taste-of-Belgium-Cincinnati,4.5,119,-84.5120196,39.1031182
21,One Street Wonders,Senate Pub,Cincinnati,Ohio,Senate-Restaurant-Cincinnati,4,457,-84.5120196,39.1031182
21,One Street Wonders,Bakersfield OTR,Cincinnati,Ohio,Bakersfield-OTR-Cincinnati,4.5,523,-84.5120196,39.1031182
21,Old School Joints,Cornbread Cafe,Eugene,Oregon,Cornbread-Cafe-Eugene,4.5,220,-123.0867536,44.0520691
21,Old School Joints,Gannuccis Italian Market,Duluth,Minnesota,Gannuccis-Italian-Market-Duluth,4,12,-92.1004852,46.7866719
21,Old School Joints,Delta Diner,Delta,Washington,Delta-Diner-Delta,5,28,-123.0264759,49.0952155
21,Meat In The Middle,The Sandwich League,Eugene,Oregon,The-Sandwich-League-Eugene,4.5,56,-123.0867536,44.0520691
21,Meat In The Middle,The Brick House Cafe and Catering,Cable,Wisconsin,Brick-House-Cafe-and-Catering-Cable,4.5,8,-91.2932572,46.2079443
21,Meat In The Middle,Granos Pasta Bar,Baltimore,Maryland,Grano-Pasta-Bar-Baltimore,4,115,-76.6121893,39.2903848
21,Soup-Centric,Soup Nation,Eugene,Oregon,Soup-Nation-Eugene,4,46,-123.0867536,44.0520691
21,Soup-Centric,Slainte Irish Pub and Restaurant,Baltimore,Maryland,Slainte-Irish-Pub-and-Restaurant-Baltimore,3.5,172,-76.6121893,39.2903848
21,Soup-Centric,Pho Lang Thang,Cincinnati,Ohio,Pho-Lang-Thang-Cincinnati,4,254,-84.5120196,39.1031182
21,All Baltimore All The Time,Jimmys Famous Seafood,Baltimore,Maryland,Jimmys-Famous-Seafood-Baltimore,3.5,135,-76.6121893,39.2903848
21,All Baltimore All The Time,Clementine,Baltimore,Maryland,Clementine-Baltimore,3.5,258,-76.6121893,39.2903848
21,Chicken Chowfest,Pattons Restaurant and Catering,Des Moines,Iowa,Pattons-Des-Moines,4.5,22,-93.6091064,41.6005448
21,Chicken Chowfest,Papas Soul Food Kitchen and BBQ,Eugene,Oregon,Papas-Soul-Food-Kitchen-Eugene,4,348,-123.0867536,44.0520691
21,Chicken Chowfest,Swallow at the Hollow,Baltimore,Maryland,Swallow-at-the-Hollow-Baltimore,4,31,-76.6121893,39.2903848
21,Fresh Fish & Funky Chicken,Fishermans Market,Eugene,Oregon,Fishermans-Market-Eugene,4,172,-123.0867536,44.0520691
21,Fresh Fish & Funky Chicken,Mi Patria Ecuadorian Restaurant,West Des Moines,Iowa,Mi-Patria-West-Des-Moines,4.5,97,-93.711332,41.5772115
21,Fresh Fish & Funky Chicken,Smokey Ds BBQ,Des Moines,Iowa,Smokey-Ds-BBQ-Des-Moines,3.5,10,-93.6091064,41.6005448
21,Oldies But Goodies,Ernest and Son,Brigantine,New Jersey,Ernest-and-Son-Meat-Market-Brigantine,4,15,-74.3645906,39.4101171
21,Oldies But Goodies,Oyster Creek Inn,Leeds Point,New Jersey,Oyster-Creek-Inn-Leeds-Point,4,61,-74.4290379,39.4920619
21,Oldies But Goodies,George The Chili King Drive-In,Des Moines,Iowa,George-The-Chili-King-Drive-In-Des-Moines,3.5,19,-93.6091064,41.6005448
21,Southern Spectacular,Farmers Shed,Lexington,Kentucky,The-Farmers-Shed-Garden-Lexington,2,3,-84.5037164,38.0405837
21,Southern Spectacular,Pine State Biscuits,Portland,Oregon,Pine-State-Biscuits-Portland,4,790,-122.6764816,45.5230622
21,Southern Spectacular,Sweetie Pies,Saint Louis,Missouri,Sweetie-Pies-Saint-Louis,3.5,19,-90.1994042,38.6270025
21,Southern Spectacular,Ricks White Light Diner,Frankfort,Kentucky,Ricks-White-Light-Diner-Frankfort,4,61,-84.8732835,38.2009055
21,Southern Spectacular,Zydecos,Mooresville,Indiana,Zydecos-Mooresville,4.5,70,-80.8100724,35.5848596
21,Best of Breakfast,Ruths Diner,Salt Lake City,Utah,Ruths-Diner-Salt-Lake-City,4,343,-111.8910474,40.7607793
21,Best of Breakfast,Lake Effect Diner,Buffalo,New York,Lake-Effect-Diner-Buffalo,3.5,137,-78.8783689,42.8864468
21,Best of Breakfast,Mustache Bills,Barnegat Light,New Jersey,Mustache-Bills-Diner-Barnegat-Light,4,47,-74.1062466,39.7576202
21,Best of Breakfast,Als Breakfast,Minneapolis,Minnesota,Als-Breakfast-Minneapolis,4.5,309,-93.2650108,44.977753
21,Best of Breakfast,Louie and the Red Head Lady,Mandeville,Louisiana,Louie-and-the-Red-Head-Lady-Mandeville,3,24,-90.0656311,30.3582506
21,Best of Breakfast,Grampas Bakery and Restaurant,Dania Beach,Florida,Grampas-Bakery-and-Restaurant-Dania-Beach,3.5,240,-80.1439343,26.052311
21,Best of Breakfast,W.O.W – Worth Our Weight,Santa Rosa,California,Worth-Our-Weight-Santa-Rosa,4.5,159,-122.7140548,38.440429
21,Best of Breakfast,Schooner or Later,Long Beach,California,Schooner-or-Later-Long-Beach,3.5,1025,-118.1937395,33.7700504
21,Best of Breakfast,Matts Big Breakfast,Phoenix,Arizona,Matts-Big-Breakfast-Phoenix,4,728,-112.0740373,33.4483771
21,Memorable Moms,Rigoletto Italian Bakery and Cafe,Virginia Beach,Virginia,Rigoletto-Italian-Bakery-Virginia-Beach,3.5,73,-75.977985,36.8529263
21,Memorable Moms,Voulas Offshore Cafe,Seattle,Washington,Voulas-Offshore-Cafe-Seattle,4,420,-122.3320708,47.6062095
21,Memorable Moms,Nadines Restaurant,Pittsburgh,Pennsylvania,Nadines-Pittsburgh,4,45,-79.9958864,40.4406248
21,Memorable Moms,Kelly Os Diner,Pittsburgh,Pennsylvania,Kelly-Os-Diner-Pittsburgh,3,37,-79.9958864,40.4406248
21,Memorable Moms,Monte Carlo Steak House,Albuquerque,New Mexico,Monte-Carlo-Steak-House-Albuquerque,3.5,95,-106.6055534,35.0853336
21,Memorable Moms,Emilys Lebanese Deli,Minneapolis,Minnesota,Emilys-Lebanese-Delicatessen-Minneapolis,4,124,-93.2650108,44.977753
